Time,latitude-deg,longitude-deg,altitude-ft,BaroA,OAT,airspeed-kt,GndSpd,vertical-speed-fps,pitch-deg,roll-deg,heading-deg,volt,amp,FQtyL,FQtyR,E1FFlow,E1OilT,E1OilP,E1RPM,E1EGT1,CRS,NAV1,NAV2,COM1,COM2,WndSpd,WndDr
472.808,63.99183623,-22.60542632,146.2294914,30.14575,14.8408718,2.832047094,0.0007353080188,8.391989228e-05,4.9550446,0.09405107486,180.0124686,0,0,5.370708749,5.370708749,0,59.26951095,0,0,59.26277261,326,112,112.4,118.3,128.3,2.801479688,265.3361534
472.892,63.99183623,-22.60542632,146.2295135,30.14575,14.85476342,2.791220836,0.0004193543706,5.930192124e-05,4.953002953,0.09427382174,180.0124844,0,0,5.370708749,5.370708749,0,59.26948197,0,0,59.26235609,326,112,112.4,118.3,128.3,2.779009305,264.787469
472.95,63.99183623,-22.60542632,146.2295241,30.14575,14.86448757,2.760017959,0.000271677926,4.179225574e-05,4.952062831,0.09448279956,180.0125001,0,0,5.370708749,5.370708749,0,59.26946158,0,0,59.26206504,326,112,112.4,118.3,128.3,2.763433766,264.3981049
473.05,63.99183623,-22.60542632,146.2295301,30.14575,14.88115756,2.733677027,0.0001926763331,2.916062446e-05,4.951545202,0.09468138573,180.0125154,0,0,5.370708749,5.370708749,0,59.26944583,0,0,59.26184174,326,112,112.4,118.3,128.3,2.73703432,263.7203767
474.05,63.99183623,-22.60542632,146.2295312,30.14575,15.04785755,2.727152055,0.0001785436292,2.618839385e-05,4.951446699,0.09473540146,180.0125196,0,0,5.370708749,5.370708749,0,59.2694422,0,0,59.26179063,326,112,112.4,118.3,128.3,2.49646433,256.1969119
474.05,63.99183623,-22.60542632,146.2295312,30.14575,15.04785755,2.727152055,0.0001785436292,2.618839385e-05,4.951446699,0.09473540146,180.0125196,0,0,5.370708749,5.370708749,0,59.2694422,0,0,59.26179063,326,112,112.4,118.3,128.3,2.49646433,256.1969119
474.05,63.99183623,-22.60542632,146.2295312,30.14575,15.04785755,2.727152055,0.0001785436292,2.618839385e-05,4.951446699,0.09473540146,180.0125196,0,0,5.370708749,5.370708749,0,59.2694422,0,0,59.26179063,326,112,112.4,118.3,128.3,2.49646433,256.1969119
474.05,63.99183623,-22.60542632,146.2295312,30.14575,15.04785755,2.727152055,0.0001785436292,2.618839385e-05,4.951446699,0.09473540146,180.0125196,0,0,5.370708749,5.370708749,0,59.2694422,0,0,59.26179063,326,112,112.4,118.3,128.3,2.49646433,256.1969119
474.05,63.99183623,-22.60542632,146.2295312,30.14575,15.04785755,2.727152055,0.0001785436292,2.618839385e-05,4.951446699,0.09473540146,180.0125196,0,0,5.370708749,5.370708749,0,59.2694422,0,0,59.26179063,326,112,112.4,118.3,128.3,2.49646433,256.1969119
474.05,63.99183623,-22.60542632,146.2295312,30.14575,15.04785755,2.727152055,0.0001785436292,2.618839385e-05,4.951446699,0.09473540146,180.0125196,0,0,5.370708749,5.370708749,0,59.2694422,0,0,59.26179063,326,112,112.4,118.3,128.3,2.49646433,256.1969119
474.05,63.99183623,-22.60542632,146.2295312,30.14575,15.04785755,2.727152055,0.0001785436292,2.618839385e-05,4.951446699,0.09473540146,180.0125196,0,0,5.370708749,5.370708749,0,59.2694422,0,0,59.26179063,326,112,112.4,118.3,128.3,2.49646433,256.1969119
474.05,63.99183623,-22.60542632,146.2295312,30.14575,15.04785755,2.727152055,0.0001785436292,2.618839385e-05,4.951446699,0.09473540146,180.0125196,0,0,5.370708749,5.370708749,0,59.2694422,0,0,59.26179063,326,112,112.4,118.3,128.3,2.49646433,256.1969119
474.05,63.99183623,-22.60542632,146.2295312,30.14575,15.04785755,2.727152055,0.0001785436292,2.618839385e-05,4.951446699,0.09473540146,180.0125196,0,0,5.370708749,5.370708749,0,59.2694422,0,0,59.26179063,326,112,112.4,118.3,128.3,2.49646433,256.1969119
474.05,63.99183623,-22.60542632,146.2295312,30.14575,15.04785755,2.727152055,0.0001785436292,2.618839385e-05,4.951446699,0.09473540146,180.0125196,0,0,5.370708749,5.370708749,0,59.2694422,0,0,59.26179063,326,112,112.4,118.3,128.3,2.49646433,256.1969119
474.242,63.99183623,-22.60542632,146.2295106,30.14575,15.07980843,2.487857386,2.101663671e-05,-2.421875097e-06,4.951438701,0.09814393076,180.0127907,0,0,5.370708749,5.370708749,0,59.26949744,0,0,59.26274266,326,112,112.4,118.3,128.3,2.455831912,254.5942055
474.242,63.99183623,-22.60542632,146.2295106,30.14575,15.07980843,2.487857386,2.101663671e-05,-2.421875097e-06,4.951438701,0.09814393076,180.0127907,0,0,5.370708749,5.370708749,0,59.26949744,0,0,59.26274266,326,112,112.4,118.3,128.3,2.455831912,254.5942055
474.342,63.99183623,-22.60542632,146.2295062,30.14575,15.09647844,2.432206916,5.613464144e-05,-1.171384043e-05,4.951526089,0.09847430495,180.012817,0,0,5.370708749,5.370708749,0,59.26952335,0,0,59.26316122,326,112,112.4,118.3,128.3,2.435414412,253.7371293
474.442,63.99183623,-22.60542632,146.2295043,30.14575,15.11314844,2.412326243,6.619888613e-05,-1.477044514e-05,4.951572184,0.09861236788,180.012828,0,0,5.370708749,5.370708749,0,59.2695355,0,0,59.26335421,326,112,112.4,118.3,128.3,2.415551015,252.8657597
474.533,63.99183623,-22.60542632,146.2295022,30.14575,15.12842928,2.394594159,7.446897368e-05,-1.668065046e-05,4.95162235,0.09875824755,180.0128397,0,0,5.370708749,5.370708749,0,59.2695484,0,0,59.26355708,326,112,112.4,118.3,128.3,2.397841432,252.0544923
474.65,63.99183623,-22.60542632,146.2294993,30.14575,15.14787762,2.372722512,8.167353221e-05,-1.878850269e-05,4.951696249,0.09896440684,180.0128562,0,0,5.370708749,5.370708749,0,59.26956725,0,0,59.26385152,326,112,112.4,118.3,128.3,2.376008902,251.004763
474.733,63.99183623,-22.60542632,146.2294971,30.14575,15.16176929,2.357589234,8.495777953e-05,-1.864237908e-05,4.951754166,0.09912080309,180.0128686,0,0,5.370708749,5.370708749,0,59.26958244,0,0,59.26408719,326,112,112.4,118.3,128.3,2.36091021,250.2432474
474.858,63.99183623,-22.60542632,146.2294938,30.14575,15.18260679,2.337104918,8.700514855e-05,-1.927482179e-05,4.951839602,0.09934599619,180.0128866,0,0,5.370708749,5.370708749,0,59.26960599,0,0,59.26445099,326,112,112.4,118.3,128.3,2.339056623,249.0828834
474.95,63.99183623,-22.60542632,146.229491,30.14575,15.19788763,2.320214784,8.742576633e-05,-1.91657612e-05,4.951915082,0.0995422826,180.0129023,0,0,5.370708749,5.370708749,0,59.26962839,0,0,59.26479536,326,112,112.4,118.3,128.3,2.323650228,248.2183313
475.042,63.99183623,-22.60542632,146.2294887,30.14575,15.21316847,2.306622106,8.807875016e-05,-1.987554253e-05,4.95197839,0.09970579978,180.0129154,0,0,5.370708749,5.370708749,0,59.26964861,0,0,59.26510522,326,112,112.4,118.3,128.3,2.308779887,247.3424408
475.133,63.99183623,-22.60542632,146.2294861,30.14575,15.22844931,2.292185114,8.733133127e-05,-1.948970155e-05,4.952048118,0.09988558114,180.0129298,0,0,5.370708749,5.370708749,0,59.26967249,0,0,59.26547021,326,112,112.4,118.3,128.3,2.294456022,246.4554047
475.25,63.99183623,-22.60542632,146.2294827,30.14575,15.24789765,2.2733873,8.543773887e-05,-1.88537488e-05,4.952142036,0.1001271818,180.0129491,0,0,5.370708749,5.370708749,0,59.2697078,0,0,59.26600811,326,112,112.4,118.3,128.3,2.277032235,245.3106788
475.333,63.99183623,-22.60542632,146.2294805,30.14575,15.26178932,2.261436956,8.385653777e-05,-1.83895983e-05,4.952203189,0.1002844403,180.0129616,0,0,5.370708749,5.370708749,0,59.26973307,0,0,59.26639195,326,112,112.4,118.3,128.3,2.265150407,244.4824651
475.442,63.99183623,-22.60542632,146.2294776,30.14575,15.27984849,2.246610965,8.119665508e-05,-1.698247468e-05,4.952280701,0.1004845659,180.0129776,0,0,5.370708749,5.370708749,0,59.269768,0,0,59.26692148,326,112,112.4,118.3,128.3,2.250420084,243.3930274
475.55,63.99183623,-22.60542632,146.229475,30.14575,15.29790766,2.232602654,7.895331962e-05,-1.62203919e-05,4.952355758,0.100679355,180.0129932,0,0,5.370708749,5.370708749,0,59.26980531,0,0,59.26748563,326,112,112.4,118.3,128.3,2.236513928,242.2896388
475.633,63.99183623,-22.60542632,146.229473,30.14575,15.31179933,2.222392969,7.71718756e-05,-1.55874811e-05,4.952411809,0.1008256573,180.0130049,0,0,5.370708749,5.370708749,0,59.26983563,0,0,59.26794323,326,112,112.4,118.3,128.3,2.226387442,241.4317373
475.733,63.99183623,-22.60542632,146.2294707,30.14575,15.32846934,2.210801468,7.483474723e-05,-1.490110318e-05,4.952476927,0.1009963497,180.0130185,0,0,5.370708749,5.370708749,0,59.26987384,0,0,59.26851884,326,112,112.4,118.3,128.3,2.214901053,240.3921918
475.833,63.99183623,-22.60542632,146.2294685,30.14575,15.34513934,2.199941165,7.264887414e-05,-1.405888925e-05,4.952539691,0.1011621376,180.0130318,0,0,5.370708749,5.370708749,0,59.26991407,0,0,59.26912387,326,112,112.4,118.3,128.3,2.204151238,239.3421579
475.942,63.99183623,-22.60542632,146.2294663,30.14575,15.36319851,2.189013943,7.083683348e-05,-1.34991211e-05,4.952605131,0.1013366089,180.0130457,0,0,5.370708749,5.370708749,0,59.26995997,0,0,59.26981289,326,112,112.4,118.3,128.3,2.19334935,238.1934311
476.05,63.99183623,-22.60542632,146.2294643,30.14575,15.38125769,2.179710877,6.807460812e-05,-1.220880451e-05,4.952663223,0.1014927575,180.0130582,0,0,5.370708749,5.370708749,0,59.27000442,0,0,59.27047911,326,112,112.4,118.3,128.3,2.183437628,237.0338051
476.133,63.99183623,-22.60542632,146.2294626,30.14575,15.39514936,2.171853959,6.659995076e-05,-1.167616326e-05,4.952714507,0.1016320356,180.0130693,0,0,5.370708749,5.370708749,0,59.27004701,0,0,59.2711164,326,112,112.4,118.3,128.3,2.176426639,236.1348738
476.242,63.99183623,-22.60542632,146.2294608,30.14575,15.41320853,2.163404002,6.371086693e-05,-1.034876356e-05,4.952772649,0.1017913435,180.0130821,0,0,5.370708749,5.370708749,0,59.2700995,0,0,59.27190074,326,112,112.4,118.3,128.3,2.168119072,234.957972
476.35,63.99183623,-22.60542632,146.229459,30.14575,15.4312677,2.155870622,6.134355796e-05,-9.324649406e-06,4.952827973,0.1019447513,180.0130943,0,0,5.370708749,5.370708749,0,59.27015437,0,0,59.27271942,326,112,112.4,118.3,128.3,2.160733097,233.772521
476.433,63.99183623,-22.60542632,146.2294579,30.14575,15.44515936,2.15119706,5.96742569e-05,-8.586761075e-06,4.952864621,0.1020474891,180.0131025,0,0,5.370708749,5.370708749,0,59.27019374,0,0,59.27330602,326,112,112.4,118.3,128.3,2.15568469,232.855402
476.542,63.99183623,-22.60542632,146.2294563,30.14575,15.46321853,2.144816451,5.773402406e-05,-7.637507176e-06,4.952919162,0.102202779,180.0131149,0,0,5.370708749,5.370708749,0,59.2702573,0,0,59.27425199,326,112,112.4,118.3,128.3,2.149951763,231.6571324
476.65,63.99183623,-22.60542632,146.229455,30.14575,15.4812777,2.139867806,5.549554811e-05,-6.530518053e-06,4.952967079,0.102341425,180.013126,0,0,5.370708749,5.370708749,0,59.27031879,0,0,59.2751656,326,112,112.4,118.3,128.3,2.145163979,230.452985
476.733,63.99183623,-22.60542632,146.2294541,30.14575,15.49516937,2.136705203,5.351642884e-05,-5.511020014e-06,4.953002213,0.1024447837,180.0131343,0,0,5.370708749,5.370708749,0,59.27036771,0,0,59.27589175,326,112,112.4,118.3,128.3,2.142128238,229.5233626
476.85,63.99183623,-22.60542632,146.229453,30.14575,15.51461771,2.133224477,5.156529086e-05,-4.428563203e-06,4.953048846,0.1025844124,180.0131454,0,0,5.370708749,5.370708749,0,59.2704386,0,0,59.27694259,326,112,112.4,118.3,128.3,2.138828574,228.2179804
476.958,63.99183623,-22.60542632,146.2294521,30.14575,15.53267688,2.131123126,4.924420139e-05,-3.349548044e-06,4.95308645,0.1026992956,180.0131546,0,0,5.370708749,5.370708749,0,59.27050152,0,0,59.27787411,326,112,112.4,118.3,128.3,2.136761379,227.0028094
477.042,63.99183623,-22.60542632,146.2294515,30.14575,15.54656854,2.129996554,4.778116331e-05,-2.496472472e-06,4.953116174,0.1027920907,180.013162,0,0,5.370708749,5.370708749,0,59.27055554,0,0,59.27867299,326,112,112.4,118.3,128.3,2.135826253,226.066777
477.15,63.99183623,-22.60542632,146.2294508,30.14575,15.56462771,2.129374827,4.602096781e-05,-1.245941894e-06,4.9531554,0.102917542,180.013172,0,0,5.370708749,5.370708749,0,59.27063356,0,0,59.27982555,326,112,112.4,118.3,128.3,2.135463463,224.8491578
477.25,63.99183623,-22.60542632,146.2294503,30.14575,15.58129771,2.129729372,4.39367029e-05,-2.44888328e-07,4.953186807,0.1030207374,180.0131803,0,0,5.370708749,5.370708749,0,59.2707026,0,0,59.28084417,326,112,112.4,118.3,128.3,2.135984657,223.7252975
477.35,63.99183623,-22.60542632,146.22945,30.14575,15.59796771,2.130903387,4.228863111e-05,8.17757085e-07,4.953216185,0.1031201125,180.0131882,0,0,5.370708749,5.370708749,0,59.27077369,0,0,59.28189175,326,112,112.4,118.3,128.3,2.137327088,222.6024172
477.45,63.99183623,-22.60542632,146.2294498,30.14575,15.61463771,2.132895381,4.071340577e-05,1.886631688e-06,4.953243628,0.1032160227,180.0131959,0,0,5.370708749,5.370708749,0,59.27084681,0,0,59.28296829,326,112,112.4,118.3,128.3,2.139489209,221.4813765
477.55,63.99183623,-22.60542632,146.2294497,30.14575,15.63130771,2.135703151,3.91875268e-05,2.941514995e-06,4.953269193,0.103308587,180.0132032,0,0,5.370708749,5.370708749,0,59.27092198,0,0,59.28407374,326,112,112.4,118.3,128.3,2.142468539,220.3630265
477.658,63.99183623,-22.60542632,146.2294497,30.14575,15.64936688,2.139323578,3.771226747e-05,4.006070327e-06,4.953292921,0.1033979083,180.0132104,0,0,5.370708749,5.370708749,0,59.2709992,0,0,59.28520807,326,112,112.4,118.3,128.3,2.146614374,219.1554892
477.742,63.99183623,-22.60542632,146.2294499,30.14575,15.66325855,2.143352933,3.670629067e-05,5.230775781e-06,4.953313138,0.1034773864,180.0132167,0,0,5.370708749,5.370708749,0,59.27107184,0,0,59.28627407,326,112,112.4,118.3,128.3,2.150449959,218.2300902
477.933,63.99183623,-22.60542632,146.2294499,30.14575,15.69520938,2.144569122,3.611973842e-05,5.210889967e-06,4.953318397,0.1034986076,180.0132184,0,0,5.370708749,5.370708749,0,59.27109193,0,0,59.28656877,326,112,112.4,118.3,128.3,2.161387136,216.1158321
477.933,63.99183623,-22.60542632,146.2294499,30.14575,15.69520938,2.144569122,3.611973842e-05,5.210889967e-06,4.953318397,0.1034986076,180.0132184,0,0,5.370708749,5.370708749,0,59.27109193,0,0,59.28656877,326,112,112.4,118.3,128.3,2.161387136,216.1158321
478.042,63.99183623,-22.60542632,146.2294513,30.14575,15.71326854,2.160645528,3.05193734e-05,7.614266931e-06,4.953371608,0.1037352579,180.0132373,0,0,5.370708749,5.370708749,0,59.27131752,0,0,59.28987357,326,112,112.4,118.3,128.3,2.168860064,214.9311449
478.758,63.99183623,-22.60542632,146.2294516,30.14575,15.83273688,2.164911578,2.946638828e-05,7.923702504e-06,4.953380521,0.1037763249,180.0132406,0,0,5.370708749,5.370708749,0,59.27136812,0,0,59.29061338,326,112,112.4,118.3,128.3,2.24093745,207.3506343
478.758,63.99183623,-22.60542632,146.2294516,30.14575,15.83273688,2.164911578,2.946638828e-05,7.923702504e-06,4.953380521,0.1037763249,180.0132406,0,0,5.370708749,5.370708749,0,59.27136812,0,0,59.29061338,326,112,112.4,118.3,128.3,2.24093745,207.3506343
478.758,63.99183623,-22.60542632,146.2294516,30.14575,15.83273688,2.164911578,2.946638828e-05,7.923702504e-06,4.953380521,0.1037763249,180.0132406,0,0,5.370708749,5.370708749,0,59.27136812,0,0,59.29061338,326,112,112.4,118.3,128.3,2.24093745,207.3506343
478.758,63.99183623,-22.60542632,146.2294516,30.14575,15.83273688,2.164911578,2.946638828e-05,7.923702504e-06,4.953380521,0.1037763249,180.0132406,0,0,5.370708749,5.370708749,0,59.27136812,0,0,59.29061338,326,112,112.4,118.3,128.3,2.24093745,207.3506343
478.758,63.99183623,-22.60542632,146.2294516,30.14575,15.83273688,2.164911578,2.946638828e-05,7.923702504e-06,4.953380521,0.1037763249,180.0132406,0,0,5.370708749,5.370708749,0,59.27136812,0,0,59.29061338,326,112,112.4,118.3,128.3,2.24093745,207.3506343
478.758,63.99183623,-22.60542632,146.2294516,30.14575,15.83273688,2.164911578,2.946638828e-05,7.923702504e-06,4.953380521,0.1037763249,180.0132406,0,0,5.370708749,5.370708749,0,59.27136812,0,0,59.29061338,326,112,112.4,118.3,128.3,2.24093745,207.3506343
478.758,63.99183623,-22.60542632,146.2294516,30.14575,15.83273688,2.164911578,2.946638828e-05,7.923702504e-06,4.953380521,0.1037763249,180.0132406,0,0,5.370708749,5.370708749,0,59.27136812,0,0,59.29061338,326,112,112.4,118.3,128.3,2.24093745,207.3506343
478.867,63.99183623,-22.60542632,146.2294625,30.14575,15.85079602,2.2352354,1.023039376e-05,5.347582078e-06,4.953450929,0.1043464612,180.013286,0,0,5.370708749,5.370708749,0,59.2720673,0,0,59.30081263,326,112,112.4,118.3,128.3,2.255112905,206.2517158
478.95,63.99183623,-22.60542632,146.229464,30.14575,15.86468769,2.257401586,1.306470545e-05,1.04508635e-05,4.953454378,0.1043965696,180.01329,0,0,5.370708749,5.370708749,0,59.27224032,0,0,59.3033216,326,112,112.4,118.3,128.3,2.266575269,205.4159772
479.05,63.99183623,-22.60542632,146.2294652,30.14575,15.88135768,2.2716241,1.491495155e-05,1.377198829e-05,4.953455233,0.1044298974,180.0132926,0,0,5.370708749,5.370708749,0,59.27234632,0,0,59.30485659,326,112,112.4,118.3,128.3,2.280959529,204.4244407
479.133,63.99183623,-22.60542632,146.2294664,30.14575,15.89524935,2.283993473,1.631387413e-05,1.584784201e-05,4.953455198,0.1044611414,180.0132951,0,0,5.370708749,5.370708749,0,59.27243626,0,0,59.3061579,326,112,112.4,118.3,128.3,2.29346216,203.6078601
479.258,63.99183623,-22.60542632,146.2294684,30.14575,15.91608684,2.302085332,1.771444576e-05,1.942631046e-05,4.953453872,0.1045087374,180.0132989,0,0,5.370708749,5.370708749,0,59.27256459,0,0,59.30801316,326,112,112.4,118.3,128.3,2.313077587,202.3999485
479.342,63.99183623,-22.60542632,146.2294702,30.14575,15.92997851,2.316922064,1.830245415e-05,2.120652278e-05,4.953451739,0.1045482066,180.0133021,0,0,5.370708749,5.370708749,0,59.27266741,0,0,59.30949816,326,112,112.4,118.3,128.3,2.326717564,201.6062172
479.442,63.99183623,-22.60542632,146.2294723,30.14575,15.9466485,2.333718339,1.848745473e-05,2.215363254e-05,4.953448331,0.1045921056,180.0133055,0,0,5.370708749,5.370708749,0,59.2727815,0,0,59.31114445,326,112,112.4,118.3,128.3,2.343667318,200.6661592
479.542,63.99183623,-22.60542632,146.2294746,30.14575,15.9633185,2.351138945,1.875905594e-05,2.374835557e-05,4.953443818,0.1046365085,180.0133091,0,0,5.370708749,5.370708749,0,59.27289765,0,0,59.31281908,326,112,112.4,118.3,128.3,2.361238815,199.7398462
479.642,63.99183623,-22.60542632,146.229477,30.14575,15.97998849,2.369169699,2.263405334e-05,2.532416998e-05,4.953439797,0.1046850034,180.0133129,0,0,5.370708749,5.370708749,0,59.27301587,0,0,59.31452203,326,112,112.4,118.3,128.3,2.379418281,198.8274522
479.742,63.99183623,-22.60542632,146.2294796,30.14575,15.99665849,2.387796532,2.710688197e-05,2.683790361e-05,4.953440398,0.1047443943,180.0133177,0,0,5.370708749,5.370708749,0,59.27313616,0,0,59.31625327,326,112,112.4,118.3,128.3,2.39819189,197.9291182
479.842,63.99183623,-22.60542632,146.2294822,30.14575,16.01332848,2.407006462,3.067520833e-05,2.82486671e-05,4.953445869,0.1048133443,180.0133231,0,0,5.370708749,5.370708749,0,59.27325851,0,0,59.31801278,326,112,112.4,118.3,128.3,2.417545801,197.0449532
479.942,63.99183623,-22.60542632,146.229485,30.14575,16.02999848,2.42678609,3.335472894e-05,2.961884933e-05,4.953454663,0.1048895439,180.0133292,0,0,5.370708749,5.370708749,0,59.27338294,0,0,59.31980051,326,112,112.4,118.3,128.3,2.437466189,196.1750355
480.042,63.99183623,-22.60542632,146.2294878,30.15975,16.04666847,2.447121744,3.533951227e-05,3.094639336e-05,4.95346502,0.1049712081,180.0133357,0,0,5.375,5.375,0,59.27350945,0,0,59.32161645,326,112,112.4,118.3,128.3,2.457939284,195.3194151
480.183,63.99183623,-22.60542632,146.2294894,30.15975,16.0702843,2.4627278,3.68813217e-05,2.286148599e-05,4.953474895,0.1050353401,180.0133408,24.7491982,-11.78194737,5.375,5.375,0.05202892686,59.27360568,0.628933165,9.864886051,59.3229969,326,112,112.4,118.3,128.3,2.487862282,194.1317991
480.258,63.99183623,-22.60542632,146.2294925,30.15975,16.0827868,2.48941365,3.596526851e-05,2.985613168e-05,4.953497985,0.1051534443,180.0133503,24.74546553,-19.3222354,5.375,5.375,0.2833338551,59.27376931,3.463916563,54.33192922,59.32534242,326,112,112.4,118.3,128.3,2.504128642,193.5146907
480.342,63.99183623,-22.60542632,146.2294963,30.15975,16.09667846,2.511401286,7.970535304e-05,3.819100226e-05,4.953417238,0.1052288303,180.0133562,24.74201294,-25.86305973,5.375,5.375,0.4531341673,59.273904,5.635434239,88.39245478,59.32724425,326,112,112.4,118.3,128.3,2.522538412,192.8384378
480.442,63.99183623,-22.60542632,146.2295023,30.15975,16.11334844,2.533918563,0.0001759188592,4.976139756e-05,4.953131326,0.1052747561,180.0133595,24.73883745,-29.91394652,5.375,5.375,0.6064800117,59.2740819,7.712706939,120.9747622,59.32917272,326,112,112.4,118.3,128.3,2.545086564,192.0399864
480.55,63.99183623,-22.60542632,146.2295117,30.15975,16.13140759,2.558880904,0.0003014693612,6.386716618e-05,4.952527845,0.105280977,180.0133595,24.73567295,-31.57252964,5.375,5.375,0.7527630257,59.2743405,9.850218195,154.5019622,59.33129398,326,112,112.4,118.3,128.3,2.570061222,191.1909883
480.65,63.99183623,-22.60542632,146.2295234,30.15975,16.14807757,2.58242095,0.0004203001459,7.40112503e-05,4.951676944,0.1052460121,180.0133559,24.7322571,-32.25118226,5.375,5.375,0.8695331082,59.27463871,11.71723754,183.7865034,59.33328089,326,112,112.4,118.3,128.3,2.59360628,190.4219636
480.733,63.99183623,-22.60542632,146.2295353,30.15975,16.16196921,2.602387938,0.0005154824444,8.269007111e-05,4.950754837,0.1051885216,180.0133504,24.72963826,-32.480481,5.375,5.375,0.953917903,59.27492999,13.19460546,206.9593332,59.33495846,326,112,112.4,118.3,128.3,2.613578156,189.7917863
480.842,63.99183623,-22.60542632,146.2295532,30.15975,16.18002834,2.628803252,0.0006286928314,9.498508595e-05,4.94928509,0.1050774339,180.0133401,24.72650564,-32.6218699,5.375,5.375,1.047095416,59.27536525,15.00874742,235.4146011,59.33716822,326,112,112.4,118.3,128.3,2.63788093,188.994244
480.95,63.99183623,-22.60542632,146.2295733,30.15975,16.19808747,2.629224943,0.0007252766861,9.117742136e-05,4.947542961,0.1049307732,180.0133268,24.72312424,-32.67908685,5.375,5.375,1.123086893,59.27586269,16.70404615,262.0058662,59.33941078,326,112,112.4,118.3,128.3,2.633054509,188.304467
